Well_ID,"X, m","Y, m","Depth, m","Porosity, fraction","Permeability, mD","Acoustic Impedance, kg/s-m^2",Rock facies,"Density, g/cm3","Compressible velocity, m/s","Youngs modulus, GPa","Shear velocity, m/s","Shear modulus, GPa"
Well_no_11,4275,5675,3054.72,0.14928,,6890319.241,Sandstone,2.199025537,2793.15781,23.07888079,1640.238034,6.557224305
Well_no_11,4275,5675,3055.22,0.1524,162.6443482,6981750.266,Sandstone,1.778091024,,28.78384241,1490.591793,6.043875181
Well_no_12,1625,3775,3052.85,0.05501,,7708554.031,Shale,1.894784643,4276.1086,32.01445561,1799.931479,6.063166336
Well_no_12,1625,3775,3053.35,0.05227,,7894990.054,Shale,1.53653172,5218.571949,40.58803464,1714.459101,3.816603216
Well_no_12,1625,3775,3053.85,0.13053,37.97879713,7281355.616,,,3835.639527,28.98733783,1730.578045,
Well_no_12,1625,3775,3054.35,0.14278,,7362836.748,,1.740174395,4036.814098,30.16970024,1620.001868,4.053621474
Well_no_12,1625,3775,3054.85,0.13941,,7308319.147,Shaly sandstone,1.819274532,,,,6.186796236
Well_no_12,1625,3775,3055.35,0.13901,,7046444.703,Shaly sandstone,2.100040608,3133.047657,22.48673312,1641.651093,6.968805396
Well_no_12,1625,3775,3055.85,0.13967,,7129186.264,Sandstone,1.610486912,4392.390129,36.43340652,1535.873492,
Well_no_12,1625,3775,3056.35,0.14488,,6971829.172,Sandstone,2.137554605,3170.210673,19.53820743,1444.614238,6.090946899
Well_no_12,1625,3775,3056.85,0.14568,,6985688.352,Sandstone,1.503925599,4809.842371,34.73352369,1721.660806,
Well_no_12,1625,3775,3057.35,0.14366,118.0545842,7104511.006,Sandstone,2.299271291,2539.248288,,1696.49511,
Well_no_12,1625,3775,3057.85,0.15288,,7082842.057,,1.768754546,3712.166962,29.87611616,,4.630588084
Well_no_12,1625,3775,3058.35,0.15614,,7054582.469,Sandstone,1.960935039,3697.736446,25.540488,,5.609410541
Well_no_12,1625,3775,3058.85,0.15407,,7224852.752,Sandstone,2.386047441,3023.024743,24.26568021,1618.816942,8.589646333
Well_no_12,1625,3775,3059.35,0.16511,,7323316.055,,1.86693133,3605.870129,28.5276716,1558.588044,
Well_no_12,1625,3775,3059.85,0.16306,,7227725.335,Sandstone,1.754614261,3806.293286,31.0003703,1659.787864,4.327865395
Well_no_12,1625,3775,3060.35,0.05424,70.70514303,7881961.665,Shale,,5367.344407,39.08917726,1578.653868,4.504606794
Well_no_12,1625,3775,3060.85,0.10324,,7599761.685,Shaly sandstone,,3204.006543,25.82209449,1586.536911,5.637173532
Well_no_12,1625,3775,3061.35,0.10993,,7374660.133,Shaly sandstone,2.156265587,3843.569181,,1701.383614,5.078425086
Well_no_12,1625,3775,3061.85,0.11271,,7213096.069,Shaly sandstone,2.213578084,3033.912775,23.25877406,,3.236249541
Well_no_12,1625,3775,3062.35,,,7661076.155,Shaly sandstone,1.82288822,4281.145696,32.55744385,1681.603749,4.90112419
Well_no_13,5175,8875,3054.04,0.07357,32.08235112,7991713.781,Sandy shale,2.944848418,2720.4253,20.78554787,1779.351718,7.970578507
Well_no_13,5175,8875,3054.54,,,7112147.476,Shaly sandstone,1.681987615,4879.796105,,1829.194456,4.698605585
Well_no_13,5175,8875,3055.04,0.13236,,7243189.888,Sandstone,2.442073642,3134.756188,19.86777511,1663.152496,7.392251589
Well_no_13,5175,8875,3055.54,0.14059,51.6421704,7628953.825,Sandstone,2.062237237,3509.994609,25.70216064,,6.171648
Well_no_13,5175,8875,3056.04,0.14068,,7130751.229,Sandstone,2.026832836,3474.824254,26.23196508,1515.968681,5.304125492
Well_no_13,5175,8875,3056.54,0.14578,,7110108.084,Sandstone,1.79199149,4167.751215,29.14791458,1794.051119,5.532251367
Well_no_13,5175,8875,3057.04,,,7238826.377,Sandstone,,4999.056669,33.85325789,1563.705373,4.551213146
Well_no_13,5175,8875,3057.54,0.15745,,,Sandstone,,4672.944408,32.89494601,1710.690774,
Well_no_13,5175,8875,3058.04,,,7642236.796,Sandy shale,3.497118941,2285.663368,17.91314661,1728.766438,9.069373241
Well_no_13,5175,8875,3058.54,0.07903,,7624576.352,Sandy shale,2.988754843,2447.090928,17.01335316,1743.936431,8.005053303
Well_no_13,5175,8875,3059.04,0.14234,,,Shaly sandstone,1.60406113,,32.76117626,1879.553262,4.849071055
Well_no_13,5175,8875,3059.54,0.14419,,7170647.7,Sandstone,1.829894126,4181.04892,30.44915542,1709.88531,4.741288882
Well_no_13,5175,8875,3060.04,0.14494,108.4340586,7104648.305,Sandstone,2.090939776,4077.348079,21.78387271,1576.447025,6.278569766
Well_no_13,5175,8875,3060.54,0.1491,153.2658443,7177602.224,,,3680.260821,24.84054349,1529.393244,7.344079679
Well_no_13,5175,8875,3061.04,0.1503,,7081596.55,Sandstone,1.577773559,4297.297203,30.97591987,1581.802416,5.217398605
Well_no_13,5175,8875,3061.54,0.15265,,7235118.623,Sandstone,2.285729022,3040.947739,26.03759562,1584.915582,
Well_no_13,5175,8875,3062.04,0.15975,,7288627.428,Sandstone,1.508124739,4651.032893,32.00318703,1625.173129,1.828203308
Well_no_13,5175,8875,3062.54,0.158,,7012376.407,Sandstone,2.375492007,2852.407265,22.14932028,1609.03346,
Well_no_13,5175,8875,3063.04,0.07532,,7824720.927,,,2626.237469,21.32105606,1840.46154,
Well_no_13,5175,8875,3063.54,0.12749,,7364407.913,Shaly sandstone,2.074524436,3522.395226,,1521.064132,
Well_no_14,3075,8225,3052.8,0.15971,,7298013.315,,1.712868813,,31.405384,1894.944532,3.292678772
Well_no_14,3075,8225,3053.3,0.16659,,6632230.13,,2.295974715,2495.467625,20.3914777,,5.626118876
Well_no_14,3075,8225,3053.8,0.06666,,8060147.474,Shale,1.675536208,4502.323248,39.13708557,1741.96962,5.850187822
Well_no_14,3075,8225,3054.3,0.08904,81.03736981,,Sandy shale,3.030747628,,,1756.827663,10.75831428
Well_no_14,3075,8225,3054.8,0.06405,,,Shale,1.980836589,4052.482695,29.49873294,,5.873798849
Well_no_14,3075,8225,3055.3,0.13544,,7340544.841,Shaly sandstone,1.534480466,4801.988088,34.04260079,1635.065384,
Well_no_14,3075,8225,3055.8,0.13345,74.49284547,7332494.889,Shaly sandstone,1.65267319,4360.245816,31.13159545,1654.797721,3.803786413
Well_no_14,3075,8225,3056.3,0.13495,,7215339.465,Sandstone,1.793921381,4007.516645,28.15807643,,4.444096331
Well_no_14,3075,8225,3056.8,,,,Sandstone,2.068658519,3596.224063,23.66464949,1735.74377,3.788340781
Well_no_14,3075,8225,3057.3,0.1521,218.9651504,7136969.093,Sandstone,,3765.19232,32.51294707,1709.790126,4.559949977
Well_no_14,3075,8225,3057.8,,,7144865.623,Sandstone,1.67982011,4334.43288,,1690.063009,2.980443073
Well_no_14,3075,8225,3058.3,0.15726,,7113094.91,Sandstone,1.594432935,4535.935923,29.90967018,1824.006354,4.625179621
Well_no_14,3075,8225,3058.8,,,7178130.981,Sandstone,1.571510576,4375.072194,34.44172377,1714.63974,4.169595421
Well_no_14,3075,8225,3059.3,0.16078,,7064304.91,Sandstone,2.207699352,2983.684894,23.5232346,1680.619027,7.276544587
Well_no_14,3075,8225,3059.8,0.16582,,6879290.116,Sandstone,1.57378544,4672.658028,29.56336873,,5.882223931
Well_no_14,3075,8225,3060.3,0.06002,,8005485.114,Shale,1.423453294,5169.234186,46.04581116,1587.319196,2.437909228
Well_no_14,3075,8225,3060.8,0.12241,,7417773.338,,1.997136038,4225.959703,24.44732978,1642.199799,6.851865072
Well_no_14,3075,8225,3061.3,0.11831,,7460607.72,Shaly sandstone,2.288480038,2553.731815,25.65735188,1663.516479,6.307210765
Well_no_14,3075,8225,3061.8,,24.82608962,7188090.759,Shaly sandstone,2.177858258,2509.185832,,1707.390036,5.856979164
Well_no_14,3075,8225,3062.3,0.13518,99.97291616,7422993.541,Shaly sandstone,2.179605349,3376.378577,24.38231157,1546.699133,6.32226728
Well_no_15,1925,5875,3051.06,,,7335140.373,Shaly sandstone,1.596357617,5283.990125,36.64931125,1787.118772,3.426271383
Well_no_15,1925,5875,3051.56,0.1171,,7306053.849,Shaly sandstone,1.598320567,4762.594929,,1596.117918,
Well_no_15,1925,5875,3052.06,0.12732,,7516738.956,Shaly sandstone,,4652.584626,36.40915304,,5.821523897
Well_no_15,1925,5875,3052.56,0.1298,,7171608.371,,1.812140408,4019.567755,27.11725358,1550.162528,5.052476468
Well_no_15,1925,5875,3053.06,0.13675,,7311522.207,Shaly sandstone,1.779440177,4585.999291,,1747.025401,6.665719471
Well_no_15,1925,5875,3053.56,0.1362,,7048927.635,Shaly sandstone,1.829222846,4072.037994,24.80260673,1580.44524,4.85267035
Well_no_15,1925,5875,3054.06,,,7265550.635,,2.071684902,,,1757.69553,4.757474901
Well_no_15,1925,5875,3054.56,,,7123985.251,Sandstone,1.727761535,4049.171409,,1671.270286,3.874388161
Well_no_15,1925,5875,3055.06,0.04027,,8148040.297,Shale,1.640875396,,40.9367202,1613.507538,4.924883615
Well_no_15,1925,5875,3055.56,0.04516,,8067824.68,,1.751656148,4295.540816,35.07364857,1485.914495,6.997695494
Well_no_15,1925,5875,3056.06,0.10539,34.8189487,7687054.968,Shaly sandstone,1.863016503,,33.12309728,1527.183614,5.981375312
Well_no_15,1925,5875,3056.56,0.1125,,7541540.021,Shaly sandstone,1.850831393,3869.018493,30.74577033,1622.470205,4.195299929
Well_no_15,1925,5875,3057.06,0.11633,,7425343.219,Shaly sandstone,,4734.68385,33.12286476,1730.321201,4.343356479
Well_no_15,1925,5875,3057.56,0.1154,,,Shaly sandstone,,4258.761616,27.73914333,1625.635994,4.549323248
Well_no_15,1925,5875,3058.06,,,7351991.361,Shaly sandstone,1.760252109,3526.656377,,,6.404980403
Well_no_15,1925,5875,3058.56,0.12536,,7141262.717,Shaly sandstone,1.777625818,4364.793321,27.2591581,1593.948615,4.807152762
Well_no_15,1925,5875,3059.06,0.126,,7223753.316,Shaly sandstone,1.676277836,,30.85681786,1689.446012,3.311304382
Well_no_15,1925,5875,3059.56,0.13199,,7340387.735,Shaly sandstone,1.688518415,4997.071517,31.95742512,1624.735204,6.003313727
Well_no_15,1925,5875,3060.06,0.05239,,7980422.518,Shale,1.547654651,5419.188933,39.31189068,1565.903146,4.851400241
Well_no_15,1925,5875,3060.56,0.09824,,7604741.037,Sandy shale,2.853788496,2800.162287,21.70111718,,8.176705018
Well_no_16,4775,9475,3054.99,0.07463,,7834586.845,Sandy shale,,3080.387451,29.67865924,1743.085776,5.375920611
Well_no_16,4775,9475,3055.49,,,7727530.632,Sandy shale,3.324750911,1990.045616,17.94494979,1662.148999,
Well_no_16,4775,9475,3055.99,0.12137,,7280160.41,Shaly sandstone,2.164222786,,23.01896869,1675.664374,7.602664209
Well_no_16,4775,9475,3056.49,0.12281,,7190899.084,Shaly sandstone,2.246575236,3403.056954,22.03247208,1667.542774,
Well_no_16,4775,9475,3056.99,0.13248,,7349446.275,Shaly sandstone,2.299317025,2755.086621,23.87487153,1657.357109,
Well_no_16,4775,9475,3057.49,,,7282445.354,Sandstone,1.729412425,4178.797281,31.64992113,1563.970001,5.421429952
Well_no_16,4775,9475,3057.99,0.06999,,7503378.157,Sandy shale,3.041303809,2464.19339,13.56973901,1961.294495,9.339899406
Well_no_16,4775,9475,3058.49,0.13278,,7341685.956,Shaly sandstone,1.745389081,,28.92176186,,4.712906825
Well_no_16,4775,9475,3058.99,0.13171,,7551816.413,Shaly sandstone,1.839221305,,30.19747826,,4.742542478
Well_no_16,4775,9475,3059.49,0.13706,,7223995.973,Shaly sandstone,1.693262061,4516.61551,34.77738105,1703.994209,4.90249301
Well_no_16,4775,9475,3059.99,0.14232,,7382717.361,Sandstone,2.365065854,3039.138634,24.0997827,1804.042268,5.414585753
Well_no_16,4775,9475,3060.49,0.15021,,7082526.975,Sandstone,1.826601963,3604.197631,,1688.122174,4.228804108
Well_no_16,4775,9475,3060.99,0.15288,,7249358.544,Sandstone,2.462227489,3379.617839,22.21434371,1484.802025,8.060904547
Well_no_16,4775,9475,3061.49,0.08119,74.5960056,7558774.593,Sandy shale,2.907960368,,22.78585928,1669.896455,8.124089724
Well_no_16,4775,9475,3061.99,0.08095,,7754896.468,Sandy shale,2.483047448,2848.194485,26.86225063,1657.881378,7.508393814
Well_no_16,4775,9475,3062.49,,,7308107.428,,,4502.397614,37.51676698,1723.550325,4.190328673
Well_no_16,4775,9475,3062.99,0.14325,99.15061378,7056054.02,Sandstone,1.807404073,3889.032605,30.44153585,1587.853583,7.080035987
Well_no_16,4775,9475,3063.49,0.15035,153.1031875,,,2.423985324,3270.903069,20.92609162,1533.203762,6.356379954
Well_no_16,4775,9475,3063.99,,,,Sandstone,2.383537906,2946.349353,19.99999899,1627.569135,6.110281159
Well_no_16,4775,9475,3064.49,0.1558,231.5560995,7068965.515,Sandstone,1.558228847,4405.934676,31.27201748,1745.193301,4.336587076
Well_no_17,5725,6275,3047.25,0.16798,,7063306.256,Sandstone,1.921920389,3586.566652,26.0122259,1636.655487,6.40391823
Well_no_17,5725,6275,3047.75,0.16869,,,Sandstone,2.10343811,3117.554432,23.42152895,1746.066202,5.510418652
Well_no_17,5725,6275,3048.25,0.16628,,7173749.973,Sandstone,2.209412035,3078.743302,21.49731603,1815.735296,6.557713159
Well_no_17,5725,6275,3048.75,0.17063,,6965141.62,Sandstone,1.493634027,4708.695574,31.55775883,1536.319991,4.82554912
Well_no_17,5725,6275,3049.25,0.17605,319.8001278,,Sandstone,2.26475352,3663.675965,,1523.132588,6.709218911
Well_no_17,5725,6275,3049.75,0.17775,,7192746.958,Sandstone,1.501816981,5134.450523,32.08706977,1651.199537,7.473310716
Well_no_17,5725,6275,3050.25,0.18045,,6559276.701,,1.711055863,3791.612251,24.60426296,1679.646165,
Well_no_17,5725,6275,3050.75,0.07067,14.34890868,,Sandy shale,2.800090677,2768.855465,23.15287727,1653.240153,6.796411151
Well_no_17,5725,6275,3051.25,0.06921,,7658789.103,Sandy shale,3.042746519,2432.431694,20.50174015,1698.912549,8.746913345
Well_no_17,5725,6275,3051.75,0.12089,,7633722.396,Shaly sandstone,1.858978721,4645.347044,28.77099493,1666.44756,3.933882776
Well_no_17,5725,6275,3052.25,0.12415,,7297341.948,Shaly sandstone,1.83289383,,28.08427188,1598.252274,6.929689047
Well_no_17,5725,6275,3052.75,0.13533,,7350657.969,Sandstone,1.823209077,4193.560354,31.48004022,1741.124793,5.946154265
Well_no_17,5725,6275,3053.25,,,7478997.582,Sandstone,2.38993857,3371.277723,20.51742753,1647.112618,4.521402536
Well_no_17,5725,6275,3053.75,0.14692,,7072603.392,Sandstone,2.380978136,2841.26653,19.77923415,,5.23890398
Well_no_17,5725,6275,3054.25,0.06722,,7973843.449,Sandy shale,3.211681948,2525.540056,18.36267974,1582.438952,7.458774111
Well_no_17,5725,6275,3054.75,,,7294329.676,Shaly sandstone,2.154613827,3560.015652,27.00486672,1809.776606,5.601012486
Well_no_17,5725,6275,3055.25,0.13611,,7307741.971,Shaly sandstone,2.206670374,,26.32970286,1683.086995,5.55807616
Well_no_17,5725,6275,3055.75,0.13151,,7506108.33,Shaly sandstone,2.156724306,3297.318045,26.81555575,1677.537657,6.714508361
Well_no_17,5725,6275,3056.25,0.14425,130.8470282,7070765.162,Sandstone,2.374273444,,22.08128199,1616.96859,5.991732949
Well_no_17,5725,6275,3056.75,0.08457,,7566126.135,Sandy shale,2.779497557,2447.330527,,1497.57331,8.724039368
Well_no_18,2625,2375,3052.56,0.10038,,7296147.696,Shaly sandstone,2.095135951,3325.001519,,1735.227296,5.371835028
Well_no_18,2625,2375,3053.06,0.1016,,7523674.532,Shaly sandstone,1.72344222,4713.345731,,1537.147151,5.211705698
Well_no_18,2625,2375,3053.56,0.06352,,7906553.551,,1.421943213,5700.565378,43.16115324,1518.721101,4.508161848
Well_no_18,2625,2375,3054.06,0.05967,,7770719.489,Shale,,4439.078021,36.50822678,1771.195553,5.523265354
Well_no_18,2625,2375,3054.56,0.05659,,7930178.453,Shale,,3671.921629,,1630.844869,5.508517443
Well_no_18,2625,2375,3055.06,0.05869,,7863901.917,Shale,1.523000476,5291.974061,40.42652018,,
Well_no_18,2625,2375,3055.56,0.13462,,7312414.801,Shaly sandstone,,4012.963578,,1612.178718,4.348200155
Well_no_18,2625,2375,3056.06,0.13542,,7180397.844,Shaly sandstone,1.892910244,4064.569594,24.85524777,1596.681212,5.454219977
Well_no_18,2625,2375,3056.56,0.13813,,7245138.131,Shaly sandstone,1.542944196,4744.430298,34.74377249,1648.639914,3.766067848
Well_no_18,2625,2375,3057.06,0.13555,,7274198.458,Shaly sandstone,1.937214695,3985.83024,28.61549973,1698.186818,5.867892885
Well_no_18,2625,2375,3057.56,0.13672,,,Sandstone,1.87446961,3969.388655,27.43523619,1800.146269,4.690333908
Well_no_18,2625,2375,3058.06,0.14318,,7199487.8,Sandstone,1.903508755,3549.322951,,1765.81814,
Well_no_18,2625,2375,3058.56,0.1436,,7237524.59,Sandstone,1.65803931,4644.153921,33.27236287,1663.804387,
Well_no_18,2625,2375,3059.06,,,7266368.158,,1.766283707,,29.01732788,1547.018953,3.84032645
Well_no_18,2625,2375,3059.56,0.14723,,7122498.039,Sandstone,2.079466975,3570.663969,,1721.418199,5.363732953
Well_no_18,2625,2375,3060.06,0.15718,,7183879.112,Sandstone,2.12363337,3723.716344,24.638227,1733.104625,3.631693239
Well_no_18,2625,2375,3060.56,,,,Sandstone,2.350962729,,18.03588609,1622.399438,6.743497082
Well_no_18,2625,2375,3061.06,0.06178,17.69299815,,,1.641581393,4471.56065,38.82650074,1776.992385,5.723807216
Well_no_18,2625,2375,3061.56,0.06338,,7776945.261,,1.566937403,4451.318964,,1533.499179,3.442503187
Well_no_18,2625,2375,3062.06,0.12241,,7639115.384,Shaly sandstone,2.108882801,,,1581.463215,5.364224548
Well_no_19,3475,6925,3048.66,0.11895,,7516042.728,Shaly sandstone,1.718347991,,37.66971053,,5.496413456
Well_no_19,3475,6925,3049.16,0.12293,,,Shaly sandstone,1.83043903,3475.74271,,1639.945538,5.124760516
Well_no_19,3475,6925,3049.66,0.1233,,7365194.799,,2.175557995,3697.637298,25.41434474,1595.303818,6.059237268
Well_no_19,3475,6925,3050.16,0.12714,,7489333.475,Shaly sandstone,1.935441706,3761.491002,29.55555983,1696.964634,5.149964354
Well_no_19,3475,6925,3050.66,0.1356,,6975168.422,Shaly sandstone,1.724185836,4572.140105,31.59822956,1615.333858,3.33441507
Well_no_19,3475,6925,3051.16,,,7398061.857,Sandstone,1.960539918,3643.278841,27.64753692,1749.668652,6.589768795
Well_no_19,3475,6925,3051.66,0.06112,,7803739.681,Shale,1.740200858,4587.356219,33.31795412,1798.254176,4.764512921
Well_no_19,3475,6925,3052.16,0.13285,,7424619.553,Shaly sandstone,2.16104511,3553.681213,27.18690434,1712.905091,6.712405624
Well_no_19,3475,6925,3052.66,0.13621,,7439063.867,Shaly sandstone,1.590015027,4819.751223,33.92970108,1756.253691,5.441511555
Well_no_19,3475,6925,3053.16,0.14566,133.2952821,7350207.207,Sandstone,2.301587614,2987.117012,19.83406047,1655.685565,6.566268106
Well_no_19,3475,6925,3053.66,,,7243012.094,Sandstone,2.089068248,3366.171746,,1752.760185,6.472628482
Well_no_19,3475,6925,3054.16,0.15413,,7062230.154,Sandstone,2.390427809,3204.433025,21.3213517,1685.73172,5.570539532
Well_no_19,3475,6925,3054.66,,,6887114.053,Sandstone,2.171575261,3182.457648,,1826.462355,7.061067314
Well_no_19,3475,6925,3055.16,0.15365,,,Sandstone,1.702180731,4295.443343,30.48265212,1718.878799,2.619957669
Well_no_19,3475,6925,3055.66,0.16081,,7134523.305,Sandstone,1.601572781,3918.177197,32.84551566,1653.096323,
Well_no_19,3475,6925,3056.16,0.16019,,7159332.152,,1.957990312,3325.636344,24.08330861,1684.819924,5.33545534
Well_no_19,3475,6925,3056.66,0.16391,196.2942286,6913602.411,,2.017248647,3450.228392,,,3.523175022
Well_no_19,3475,6925,3057.16,0.06384,,7802904.39,Shale,1.614712705,5131.049582,35.56306844,1627.252531,4.521382565
Well_no_19,3475,6925,3057.66,0.06977,,7726077.659,Shale,1.971044335,4491.051606,31.28988225,1621.054049,6.328691853
Well_no_19,3475,6925,3058.16,0.11489,,7299130.66,Shaly sandstone,1.633096693,4107.273935,34.06312181,1547.438203,5.520104101
Well_no_20,1175,2175,3056.58,0.12038,,7230661.277,Shaly sandstone,2.2029149,3014.48638,23.42512053,1642.321055,5.769000474
Well_no_20,1175,2175,3057.08,0.1216,,,Shaly sandstone,1.966841425,,29.86550657,1495.617722,7.39058967
Well_no_20,1175,2175,3057.58,0.13073,,7396754.634,Shaly sandstone,2.111694247,3601.837738,29.63786856,,6.798945833
Well_no_20,1175,2175,3058.08,0.05704,,7866114.285,Shale,,4884.361413,37.49437906,1682.756311,2.939606502
Well_no_20,1175,2175,3058.58,0.05384,41.46233692,7966136.352,Shale,,5314.708958,35.47658971,1603.598761,5.406706308
Well_no_20,1175,2175,3059.08,,,7461117.106,Shaly sandstone,2.151303421,3863.492903,26.38412737,1680.393182,8.518508878
Well_no_20,1175,2175,3059.58,0.12796,,7402401.968,Shaly sandstone,2.039039182,,,1788.383405,5.018118233
Well_no_20,1175,2175,3060.08,0.13781,,7037706.959,Shaly sandstone,2.307881463,3110.026039,24.6525787,1674.172226,4.775831903
Well_no_20,1175,2175,3060.58,0.1405,,7155088.274,Shaly sandstone,1.636975847,4241.385781,34.97859268,1908.243935,3.468050978
Well_no_20,1175,2175,3061.08,0.13601,,7089242.993,Shaly sandstone,2.228944397,2735.494109,23.72634949,1825.947188,6.523949336
Well_no_20,1175,2175,3061.58,0.13634,,7180813.247,Sandstone,2.161687473,3179.491301,24.61036235,1694.45828,5.432597907
Well_no_20,1175,2175,3062.08,0.14316,94.76472976,7025646.284,Sandstone,2.054956427,3541.700227,25.36805726,1625.967241,6.124025247
Well_no_20,1175,2175,3062.58,0.1415,,7169644.398,Sandstone,1.968311317,3754.765567,,1702.532359,5.241263549
Well_no_20,1175,2175,3063.08,0.1378,,7269329.533,Sandstone,2.433595187,3264.070408,24.39768051,,6.553466551
Well_no_20,1175,2175,3063.58,0.14891,,7209575.86,Sandstone,1.938672759,3747.793219,29.34287031,1587.997662,3.904877239
Well_no_20,1175,2175,3064.08,0.15111,,7161463.844,Sandstone,1.650237462,4558.055506,31.5275162,1823.018955,6.184758002
Well_no_20,1175,2175,3064.58,0.16235,,7253280.022,Sandstone,2.180786319,3107.709525,22.27197781,1630.868113,4.842203729
Well_no_20,1175,2175,3065.08,0.06081,,7780432.651,Shale,1.460592063,5001.19555,,1692.947959,3.7957158
Well_no_20,1175,2175,3065.58,0.06346,51.37300884,7646794.013,Shale,1.826395711,4294.359625,32.64369594,1814.472732,6.002683891
Well_no_20,1175,2175,3066.08,0.06481,,7685055.028,Shale,,5274.890037,42.04035361,,4.222874801
Well_no_21,7525,7125,3053.18,0.12491,,7222528.569,Shaly sandstone,2.11265164,,27.64550632,1668.446973,6.128101598
Well_no_21,7525,7125,3053.68,0.12753,,7571177.301,Shaly sandstone,2.175965912,3534.334671,26.93216409,,6.893632331
Well_no_21,7525,7125,3054.18,0.13894,,7189777.059,Shaly sandstone,1.938387939,4126.474002,25.92201507,1571.142669,6.3331151
Well_no_21,7525,7125,3054.68,0.13804,,7137299.75,Shaly sandstone,2.271014369,3207.319733,22.83976001,1813.676758,6.374596129
Well_no_21,7525,7125,3055.18,0.14051,,7385699.991,Sandstone,1.732921245,4321.113801,31.47504594,1818.488195,4.430796034
Well_no_21,7525,7125,3055.68,0.14437,160.6864629,7188583.701,Sandstone,1.931839594,3922.821666,28.16919948,1699.664352,4.108206324
Well_no_21,7525,7125,3056.18,0.14485,,7148814.897,Sandstone,2.0965524,2875.735458,25.89052714,1594.386568,6.540113726
Well_no_21,7525,7125,3056.68,,,7074944.975,Sandstone,1.613471445,4119.73028,33.2246647,1607.757988,4.941323635
Well_no_21,7525,7125,3057.18,0.15003,,6741374.125,Sandstone,2.430399521,2110.88647,18.41461938,,7.210636529
Well_no_21,7525,7125,3057.68,0.15649,,6859517.77,Sandstone,2.452182123,2973.0761,,,6.465079009
Well_no_21,7525,7125,3058.18,0.06974,12.78613995,7809163.809,Sandy shale,3.432282641,2059.055083,17.3504415,1734.939901,9.989217881
Well_no_21,7525,7125,3058.68,0.07052,,7899562.937,,3.236451389,2637.058067,20.9555365,1809.24393,7.45017927
Well_no_21,7525,7125,3059.18,0.13114,,7155058.84,Shaly sandstone,2.254748022,,22.95695556,1615.7626,6.035294808
Well_no_21,7525,7125,3059.68,0.13453,74.6423725,7447510.282,,1.822097803,4203.993008,30.43179649,1696.734073,5.398250032
Well_no_21,7525,7125,3060.18,0.14348,,6909644.842,Sandstone,2.294431754,2964.936422,21.09426824,1710.854493,5.743798673
Well_no_21,7525,7125,3060.68,0.14309,,7369840.766,Sandstone,1.507397181,4498.235701,,1664.562092,5.34334614
Well_no_21,7525,7125,3061.18,0.14793,116.4316446,,Sandstone,2.403582939,3232.525188,19.08997613,1798.66695,6.428325539
Well_no_21,7525,7125,3061.68,,142.4500031,7054684.941,Sandstone,2.236959115,3122.816697,21.53494302,1809.733574,5.207325427
Well_no_21,7525,7125,3062.18,0.15016,,7204031.236,Sandstone,1.74396999,4414.113434,30.27769173,1653.39452,5.203846783
Well_no_21,7525,7125,3062.68,0.15164,,6800908.055,Sandstone,1.832475988,3633.802739,,1624.833427,4.294267487
Well_no_22,3425,5125,3046.56,0.14993,196.1044295,7041667.534,,1.763402449,3602.162235,25.03954828,1805.152855,5.61506414
Well_no_22,3425,5125,3047.06,0.15501,,7180810.891,Sandstone,,,27.76161427,1675.235839,6.299471509
Well_no_22,3425,5125,3047.56,0.15825,,7034824.745,Sandstone,2.309372594,2694.141662,23.58659584,1672.515944,6.329178333
Well_no_22,3425,5125,3048.06,0.15765,176.8667709,7242387.514,Sandstone,2.231918508,3568.086107,23.32065418,1593.605154,5.000658729
Well_no_22,3425,5125,3048.56,0.1539,,7115245.479,Sandstone,,2595.76741,22.59964522,1649.905831,7.488654402
Well_no_22,3425,5125,3049.06,0.15989,,6782172.191,Sandstone,,4130.013057,25.08617683,1560.148859,6.749011955
Well_no_22,3425,5125,3049.56,0.16302,,7054459.739,Sandstone,,3953.549091,33.14800541,1709.320605,2.997871142
Well_no_22,3425,5125,3050.06,0.16414,,7244111.314,Sandstone,2.354445136,,23.72890641,,4.316164257
Well_no_22,3425,5125,3050.56,0.1671,,7032919.255,Sandstone,1.935456913,3255.901347,26.60994778,,6.174640372
Well_no_22,3425,5125,3051.06,,,6974805.706,Sandstone,2.118897352,,22.86279628,1489.532594,5.597591023
Well_no_22,3425,5125,3051.56,0.17102,,6926081.738,Sandstone,1.824315282,,,1503.267819,4.966135321
Well_no_22,3425,5125,3052.06,0.17989,306.4946856,6822154.754,Sandstone,2.308814453,2792.983643,18.74497709,,7.242586481
Well_no_22,3425,5125,3052.56,0.17728,,7049401.773,Sandstone,,4326.219045,,1600.012464,3.947884843
Well_no_22,3425,5125,3053.06,0.07127,,7649915.053,Sandy shale,,,24.19544863,,
Well_no_22,3425,5125,3053.56,0.12367,,7348654.837,Shaly sandstone,1.70370752,,31.61914313,1700.536633,4.984471066
Well_no_22,3425,5125,3054.06,0.12113,,7318703.254,Shaly sandstone,1.919123234,3932.659062,28.06217611,1795.599083,6.407861905
Well_no_22,3425,5125,3054.56,0.13015,,7426426.947,Shaly sandstone,2.343023542,,22.83371171,1838.579821,6.956011399
Well_no_22,3425,5125,3055.06,0.14032,,7027159.409,Shaly sandstone,1.598926789,4120.097755,34.55933297,1674.823089,
