,X,Y,Por,Perm,AI,Facies
1750,580.0,749.0,21.497051551821883,386.0659527691164,2641.1514329338843,1.0
919,660.0,249.0,18.274754506589307,478.63192611730017,2830.9122938299843,1.0
135,950.0,389.0,13.763835290076067,185.83909103245435,3479.644600649075,1.0
1171,760.0,619.0,19.428451824672017,981.1597605941582,2848.5707353072235,1.0
1179,160.0,649.0,9.304899355971818,293.7718787076455,5060.053993885917,0.0
814,230.0,459.0,17.42842464619378,813.6782721187295,3104.8029443848095,1.0
372,330.0,949.0,16.492058158066502,603.661434130246,2969.268104295418,1.0
520,960.0,939.0,16.12220034795944,726.5864818454461,3189.669910245913,1.0
484,300.0,839.0,16.938498089239687,361.7049258550174,2938.9570399891727,1.0
901,890.0,969.0,14.056481572144028,541.1044343715955,3272.6083929637607,1.0
1196,740.0,789.0,15.588335656675541,706.2210823814395,3064.358122107454,1.0
1404,460.0,39.0,6.176447673330198,0.0,6472.034087933639,0.0
1302,240.0,419.0,16.989642672711962,1166.3988641228693,2979.1029944933125,1.0
71,490.0,469.0,13.833306537537378,453.07511846492287,3427.647666503461,1.0
1761,930.0,19.0,5.733925565458777,81.04857089284548,6185.950146930892,0.0
124,100.0,179.0,7.934201546735103,535.7454341144107,4986.694585849123,0.0
1709,550.0,839.0,6.63609897256712,127.02286730972563,5800.965490301485,0.0
1123,550.0,49.0,5.197557048769334,0.0,6269.631971483598,0.0
76,175.0,175.0,7.672679661660297,164.92980539728407,5420.767443184672,0.0
171,425.0,425.0,15.169814815629689,815.5263434094867,3367.2180392317587,1.0
1162,880.0,569.0,16.766007356612,586.8973186645543,2801.903242151094,1.0
565,370.0,439.0,13.842582462350219,0.0,3170.7285138100183,1.0
292,210.0,639.0,9.245965878801858,349.77910116660377,5122.230138128389,0.0
491,310.0,539.0,8.927701526452928,678.9569299881744,5830.677350994613,0.0
780,170.0,479.0,16.256384031948528,326.8786968488879,3261.1975584972197,1.0
3,660.0,649.0,19.657680747262916,896.7939123247078,2711.9980024658266,1.0
1111,280.0,99.0,8.808103634427372,496.2313412625524,5167.964699425114,0.0
1760,370.0,279.0,16.82364154295032,1277.1833349829094,3018.1125585870427,1.0
236,575.0,175.0,13.69832932517718,805.4896590645476,3243.3694728339237,1.0
1139,310.0,339.0,19.37461853497605,952.0206706187496,3087.25511022963,1.0
791,210.0,759.0,5.3944577788252674,542.547728127185,6176.171168109513,0.0
44,310.0,449.0,16.98928435004521,324.28482776544297,3182.880819222422,1.0
43,710.0,439.0,4.400035850810305,293.46246767639917,6365.833262960274,0.0
175,425.0,225.0,17.89192288734068,464.5299934854271,3033.389677856851,1.0
241,625.0,925.0,6.189132517661397,452.2630951907414,5995.682503628541,0.0
333,150.0,719.0,6.898703999836879,396.87818627671857,5691.778241229055,0.0
482,110.0,29.0,16.875281391489345,683.7091246277288,3058.2375265362857,1.0
1982,270.0,9.0,8.245414707276225,138.9728721255405,5086.558288690784,0.0
41,390.0,459.0,14.002117961774248,186.64034971072982,3109.0338412609553,1.0
1344,980.0,999.0,14.731495750316567,0.0,3149.395921114494,1.0
629,530.0,899.0,6.8551345502685965,0.0,5697.132381445681,0.0
1156,310.0,679.0,4.592876950625885,99.7376139623063,6073.254744559147,0.0
239,80.0,959.0,15.126678770906674,66.17324088557064,3238.230413282803,1.0
1167,730.0,869.0,7.46836144865351,283.1511930018737,5265.22280522475,0.0
1355,150.0,39.0,13.949460942461803,735.2056197328764,3083.5475807209755,1.0
75,190.0,989.0,13.189337784696733,120.73403314463366,3042.7071250025465,1.0
288,725.0,575.0,18.470529174421685,328.598382752102,2785.7605362392464,1.0
141,350.0,649.0,6.185050077933618,325.99983117896136,5808.69646887058,0.0
1448,340.0,559.0,7.45690004481335,1034.2877790447992,5585.255697185051,0.0
183,660.0,349.0,17.592701892269005,1051.0236269535255,2771.8335958353837,1.0
1121,870.0,569.0,16.80391732428644,960.3205266734782,2827.084358360209,1.0
1907,210.0,359.0,16.7479576416394,147.5146666767622,2968.7493879762537,1.0
1740,90.0,729.0,9.084668275060743,66.00427178657827,3768.4628374876584,1.0
779,100.0,749.0,9.775074464102019,85.4805184425166,3585.9748818987555,1.0
743,520.0,129.0,14.91361112489356,123.39348253641828,3505.0580364045477,1.0
1016,720.0,349.0,15.833130170391707,731.0919519378748,2917.0728705206284,1.0
325,260.0,279.0,19.204218467663807,399.815648901056,2925.5125135993394,1.0
401,830.0,439.0,14.237182052884044,774.2713330136563,3557.663676196293,1.0
1565,230.0,519.0,5.917070657079351,104.68311680883946,6209.8748319043925,0.0
366,600.0,809.0,6.474002746945408,76.12382286224397,5810.784128645066,0.0
391,70.0,849.0,15.851073201176682,567.0604962846162,3426.4461916447112,1.0
797,420.0,549.0,12.894713887299751,273.82459742538083,3724.7941260618913,1.0
882,120.0,389.0,12.864883959005324,752.1133002173638,3275.7407816773652,1.0
1827,100.0,959.0,12.937897023412646,815.0333939865059,3140.692787475377,1.0
880,830.0,969.0,4.276058961356769,0.0,6355.153320134023,0.0
1728,960.0,439.0,10.843375637394868,0.0,3504.2997806344874,1.0
139,540.0,169.0,13.59770553505367,0.0,3225.289364365016,1.0
666,720.0,839.0,7.059090629214133,464.8888898255825,5346.06061707226,0.0
941,160.0,859.0,15.70152380795592,757.8140554278707,3014.3462751406605,1.0
1366,0.0,449.0,13.758981867294038,658.2710270389389,3341.649545552861,1.0
1596,640.0,589.0,13.640759948709988,698.5732980542987,3140.4399273250474,1.0
448,560.0,109.0,11.589363779434912,430.42188390992095,3441.705531336778,1.0
465,160.0,749.0,6.815633808727597,0.0,5683.288653289844,0.0
1971,500.0,269.0,14.02796673638108,872.5317953191178,3319.7901550599736,1.0
1992,350.0,709.0,16.593152085166682,904.2329996609035,2956.1141095139474,1.0
337,410.0,469.0,16.47495017093307,330.5893578028087,3192.1255006235365,1.0
1670,230.0,769.0,15.561867431556053,523.9943231844887,3194.5061224626543,1.0
1348,990.0,359.0,13.613775096808356,665.9527525890651,3430.440415167301,1.0
95,225.0,225.0,5.401686033477515,514.2123375078672,6043.8848439473795,0.0
1905,490.0,449.0,15.89889037029149,899.9593368584002,2956.636601643093,1.0
165,425.0,725.0,16.852001735316698,368.2242789651174,3077.311184461474,1.0
1675,500.0,679.0,17.603614418362717,0.0,3104.9819835150847,1.0
225,20.0,309.0,17.161399709231098,675.4794115747256,2953.036668975674,1.0
600,640.0,479.0,5.51906207690703,20.676585293134675,6302.200309508477,0.0
253,625.0,325.0,17.362488766123192,749.9612278351382,2875.6356130745335,1.0
1070,130.0,179.0,8.58832755610745,443.50686923086965,5124.475842711907,0.0
262,675.0,875.0,7.8997170207618375,2.7009448330109933,5487.1516752749485,0.0
501,930.0,399.0,14.239701669441038,652.6609401747658,3392.277615580401,1.0
844,250.0,319.0,19.493065451372942,629.9458512589239,2852.3260331558145,1.0
324,825.0,775.0,7.950257486146571,346.89979274638034,5723.629908076763,0.0
1136,750.0,699.0,20.62677271164917,926.8400258325427,2667.8332881118117,1.0
645,380.0,219.0,18.669230069891544,719.2260071046435,2955.9823772708482,1.0
1013,240.0,949.0,16.02854512077424,955.207683236251,3021.62971959145,1.0
1306,200.0,439.0,17.830032804554637,214.71816208114797,3222.7973273211437,1.0
820,390.0,389.0,17.154989662562965,406.0534341251939,3090.528527903151,1.0
164,425.0,775.0,16.096982869934326,771.6965410976984,2967.2034137762967,1.0
1953,50.0,29.0,6.473115688364112,0.0,5964.702530278862,0.0
1354,480.0,819.0,5.761194716058419,497.27046674150563,6551.760481022765,0.0
657,410.0,699.0,3.446804853852441,221.9385021806297,6235.292986641599,0.0
22,75.0,875.0,13.34747495999749,1207.51944427827,3323.5347044034697,1.0
605,780.0,359.0,6.053381427688567,367.2038774193771,5834.141492792043,0.0
626,350.0,869.0,16.22109294097763,664.639801566624,3056.7738924411387,1.0
274,675.0,275.0,22.062020562710437,927.2019116288288,2822.767454221646,1.0
299,880.0,609.0,21.74309053541516,493.65740487823604,2614.684257924333,1.0
728,770.0,969.0,4.586891103472408,139.14848525385895,6068.295372857768,0.0
1772,980.0,59.0,7.5679931102317,24.160854530705052,5282.986631668123,0.0
1018,170.0,679.0,7.858392026726904,0.0,5718.78121906667,0.0
267,675.0,625.0,17.35345980210372,543.3795125033912,2770.6519334708837,1.0
1280,620.0,539.0,11.93410088909465,884.8695801584042,3485.0014089566803,1.0
1225,100.0,59.0,14.807485703241268,508.53813159471974,3245.516547279281,1.0
1936,120.0,789.0,13.07172262608825,559.4148584065409,3388.1303679398925,1.0
818,380.0,209.0,18.722489097692808,1107.7496810348694,2905.238979202533,1.0
1915,310.0,779.0,18.846001660794094,211.07813035187496,3001.007295816551,1.0
377,925.0,125.0,5.654778306359091,0.0,5544.040638651015,0.0
1995,250.0,479.0,15.673073645870247,659.3129278104939,3094.978782860041,1.0
1782,60.0,859.0,14.618163484361242,846.058230749682,3303.543094434871,1.0
143,375.0,825.0,17.294913670504542,686.0212061216369,2935.782408093453,1.0
1545,570.0,739.0,20.01462556181349,934.8404439303904,2735.7924949810354,1.0
1094,900.0,679.0,19.641500260368424,564.4577948575081,2859.9573132566484,1.0
443,650.0,469.0,5.862145556834159,207.18512378305792,6067.686386689618,0.0
635,500.0,329.0,17.36529411363046,725.283917248127,2979.5175006902773,1.0
710,680.0,739.0,20.739985874173108,190.39952978490828,2797.380765804902,1.0
1756,860.0,479.0,15.882339141481664,251.16290664082464,3130.5072242952997,1.0
1689,110.0,389.0,11.2268996914012,803.6764098970464,3523.3449181105093,1.0
323,650.0,619.0,17.04578859316204,731.757857717049,2924.9491204660485,1.0
1288,310.0,49.0,8.39235133878385,0.0,5017.817161139727,0.0
1631,630.0,159.0,14.54980347007817,470.0432369451612,2891.1753763810934,1.0
1899,170.0,939.0,14.385144665935705,306.9840395694664,3076.2402197946117,1.0
642,350.0,949.0,16.77722771952853,23.892893015488767,2916.8709626729405,1.0
885,240.0,329.0,18.601009369031804,430.8850729585496,2939.319590139026,1.0
141,375.0,925.0,16.14754952239786,739.728864261463,2944.470298773279,1.0
1715,230.0,669.0,6.664423279701735,0.0,5399.4129470692105,0.0
1558,100.0,69.0,12.257676249285721,857.6869372807287,3395.1719424147736,1.0
1356,80.0,689.0,8.002446698308088,988.7445429230584,5426.477958833842,0.0
1839,40.0,759.0,7.2323091428629525,0.0,5538.024426296667,0.0
1105,740.0,349.0,15.932227215255438,365.4487970902228,3051.2501812521314,1.0
194,475.0,275.0,15.893390892064128,304.61531108898066,3128.0917524071383,1.0
48,960.0,629.0,20.544078719435095,190.59412071990442,2768.4295776701338,1.0
42,125.0,875.0,18.18045249362081,506.33008465475564,3090.865783660668,1.0
302,775.0,875.0,7.950795609806791,0.0,5711.9120567911195,0.0
1372,490.0,169.0,14.090772141811431,705.4003069417033,3139.670801729542,1.0
125,450.0,849.0,5.811548672241791,0.0,6145.741696267959,0.0
1851,20.0,359.0,14.957714226416227,228.63391034122657,3193.6879726609027,1.0
1913,850.0,859.0,7.545681638138229,80.92195751281501,5750.176328212408,0.0
593,140.0,899.0,12.366801541134091,415.3531043924171,3171.499929887344,1.0
444,490.0,479.0,13.9380518505952,518.0709062840792,3261.773286295442,1.0
1357,450.0,219.0,16.9221522031667,1225.6082416439317,3247.4797973664204,1.0
1104,240.0,939.0,15.134470887231329,776.2386286372903,3027.263693567601,1.0
303,240.0,479.0,14.103972562838756,387.3548465090753,3211.5620205048613,1.0
333,825.0,325.0,5.836583417536138,0.0,6461.866774324359,0.0
1066,840.0,829.0,8.685226692171359,453.0896942487973,5304.609079180808,0.0
306,775.0,675.0,21.55188311697615,472.0425113668487,2738.6132967939857,1.0
684,420.0,309.0,15.517115884954043,117.72134196904057,2902.9517296832437,1.0
1076,240.0,779.0,15.145832599454604,443.18408550003835,3122.7013672749126,1.0
1443,140.0,849.0,16.81910383297233,428.087983409998,3114.6550744889278,1.0
148,510.0,959.0,5.340145677731964,580.1347913839231,5691.24123111135,0.0
211,525.0,425.0,16.303570233597682,383.1079352119874,2837.6364569992124,1.0
1485,50.0,349.0,13.859503373361186,351.5540811870742,3160.4410282089516,1.0
184,475.0,775.0,19.74446720429501,840.7283779713715,2809.5027704369336,1.0
1195,80.0,519.0,10.640737494555864,358.8540444758122,3664.0198773058296,1.0
104,275.0,775.0,17.80432991963737,926.0340134571054,2960.4611866421287,1.0
1346,200.0,99.0,9.412069807356598,467.4676081452795,4941.838285289673,0.0
799,800.0,559.0,14.867006534132722,233.50865570221248,2834.5233385933484,1.0
977,790.0,719.0,16.734040506409237,968.8415252288835,2881.7321986551487,1.0
279,230.0,49.0,8.658959801090086,545.179547135765,4980.53911178012,0.0
95,400.0,269.0,17.248556109966138,682.2973548326277,2935.8577679358514,1.0
1116,640.0,509.0,5.6682286145313165,491.9138524854685,6683.391534573595,0.0
1363,40.0,509.0,11.850919361123925,316.74812403084127,3392.3581067788105,1.0
1314,990.0,599.0,21.372898291169246,1108.2752715375354,2793.8742409463134,1.0
960,540.0,749.0,19.75464621057512,1146.5892095233016,2839.057443831863,1.0
226,575.0,675.0,17.73180015598834,16.162855481467773,2750.2756553560034,1.0
514,670.0,589.0,15.880308333831945,645.6580493523591,2998.0961209333377,1.0
78,300.0,459.0,17.010667271146907,715.6541619679903,3036.9441483603923,1.0
715,850.0,399.0,13.152015427251964,560.5891810836139,3052.914738698181,1.0
1924,410.0,239.0,17.46518443250594,1237.6306551240077,2976.6831252707593,1.0
102,360.0,249.0,16.342425027592565,710.5043837220769,3089.417343710293,1.0
1508,390.0,559.0,8.703835174395035,361.13878341998395,5370.3865851626115,0.0
928,380.0,609.0,6.290651101517469,7.399728576207536,5752.796832656061,0.0
1381,470.0,549.0,6.905896926921315,211.62879050249097,5330.863932882821,0.0
10,0.0,859.0,12.478037548905874,619.7265862091517,3133.6359342496785,1.0
1557,270.0,409.0,19.180678739835983,592.6387275455493,2955.925616702857,1.0
861,230.0,859.0,17.447064260647036,680.9348212615354,2897.7996439151498,1.0
591,760.0,439.0,5.0779857028267905,504.1921645002588,6267.7747552229575,0.0
1101,240.0,359.0,18.113517169011487,1273.2201384529812,2859.0311664419896,1.0
352,875.0,375.0,10.030219569581435,306.88246729190155,3300.1645505622046,1.0
1137,430.0,119.0,5.087372931497603,228.12105951752253,6109.211306791606,0.0
1247,770.0,669.0,21.042753030203652,891.7191922005587,2610.111855015119,1.0
1219,220.0,789.0,16.927560331800816,761.8835811985734,3117.9728132063265,1.0
1780,120.0,779.0,11.534908564406301,604.0396427116762,3640.2314484857498,1.0
686,820.0,599.0,20.767593384270054,565.4666709271863,2676.452452240437,1.0
682,640.0,409.0,6.415237848164618,0.0,5867.048376473742,0.0
1439,390.0,149.0,5.231993374078307,576.0690290924321,6223.1311231084555,0.0
1576,780.0,699.0,19.862606904274905,603.9868899650676,2708.3104250426422,1.0
562,140.0,89.0,12.701080655410001,568.1105797762577,3184.8300468874318,1.0
62,175.0,875.0,18.177729058858525,358.73801593562314,3217.8142637123,1.0
143,690.0,539.0,11.319720396498473,436.2026783968654,3314.9021316805906,1.0
696,900.0,689.0,20.46832588027458,1056.1266236323245,2844.0553293186636,1.0
386,640.0,199.0,15.164287235395514,670.7883077295446,3370.4399811625663,1.0
528,390.0,669.0,4.03375740351974,0.0,6571.247904710671,0.0
1776,740.0,329.0,6.444478111404091,307.66103419987735,6032.720733179981,0.0
220,850.0,919.0,7.25018471586698,349.0424719339329,5385.390642773478,0.0
1198,40.0,119.0,12.181191240489568,0.0,3573.942744092611,1.0
587,380.0,759.0,17.434514375500733,872.9353747708863,3013.7559389224702,1.0
558,990.0,989.0,15.840835114554318,598.9959537743803,3179.223581300006,1.0
667,40.0,309.0,8.848244147939663,87.77746540022906,5695.983244105306,0.0
342,160.0,599.0,8.947224441322767,193.67218775755276,5529.163120978372,0.0
1262,650.0,719.0,22.720607424138414,961.2297753131049,2670.265359165581,1.0
918,40.0,449.0,14.925829211295701,213.03357411610392,3482.3940404093514,1.0
1688,200.0,449.0,14.553278772020459,1259.61799404384,3209.479104661215,1.0
1684,190.0,9.0,14.145104849432721,1119.0548637205663,3138.0063581401855,1.0
109,990.0,739.0,5.970056502741528,884.7029178198944,5573.294117121929,0.0
98,690.0,309.0,7.233668279725994,0.0,5871.129891614055,0.0
1826,680.0,249.0,5.931614815780651,409.1082666191628,5720.025601553909,0.0
458,150.0,909.0,16.18677396860528,1027.7858982456955,3023.1561181099405,1.0
130,60.0,439.0,13.763250891929891,0.0,3327.785246745473,1.0
708,360.0,899.0,15.973568871253603,549.9656939686356,2926.0707579883724,1.0
1308,980.0,49.0,17.039441816134904,987.2451252663894,3170.1210699063568,1.0
1417,860.0,729.0,6.139847742850389,564.7969852808149,5731.018230304985,0.0
723,910.0,449.0,13.270750471682028,435.3339129692924,3329.8349067351855,1.0
1178,270.0,279.0,4.216961308785543,347.0084581790811,6289.112938268456,0.0
669,380.0,289.0,16.7220330369539,496.4643797284772,2959.7985750568937,1.0
549,250.0,19.0,8.576973304992416,0.0,5069.529057714073,0.0
350,875.0,475.0,15.330315415196436,271.70386118127317,3110.333589042093,1.0
477,230.0,359.0,17.422797589998044,306.9341384425616,3046.187032440272,1.0
173,425.0,325.0,14.5190893449771,982.3712206765697,3071.927438648949,1.0
1749,310.0,349.0,19.202423019787172,708.8343371304007,2886.4513744684236,1.0
225,575.0,725.0,19.61198886338743,1005.9535633202191,2814.6318793466976,1.0
296,880.0,329.0,14.29305525993911,1064.1774536421144,3370.421985267806,1.0
893,910.0,549.0,17.053534925735367,75.47035629055591,2823.631732666946,1.0
411,660.0,79.0,4.399284373757295,233.2696912561204,6257.2315328783925,0.0
208,525.0,575.0,12.091765567949697,649.09237278712,3649.0943393314838,1.0
1132,850.0,429.0,13.023938666994166,180.83588398855267,3426.108226991933,1.0
1575,420.0,439.0,15.953032515294082,806.6318105640535,3173.9833220497458,1.0
73,175.0,325.0,15.01300730570054,832.7939151059842,3145.2565951621036,1.0
249,90.0,39.0,17.41875239386131,330.6721695622508,2960.2422228952255,1.0
1786,790.0,639.0,18.742557188659077,702.195787007889,2688.2291271376857,1.0
685,120.0,979.0,15.955588622350549,852.4062298579443,3053.9937832011105,1.0
1671,470.0,699.0,16.732222779417214,639.5675433900267,2961.6415877045843,1.0
1759,150.0,469.0,16.833590881582836,905.7641692915479,3148.637953015262,1.0
2,60.0,719.0,7.3656161529374256,0.0,5687.704237316208,0.0
1057,0.0,59.0,7.029213732129582,0.0,5395.721164436694,0.0
1994,830.0,559.0,16.872673933351685,820.5084426062147,3011.8638604849275,1.0
848,520.0,979.0,6.461015546301381,0.0,5333.274339517112,0.0
274,800.0,769.0,8.075675890342787,674.3766209774838,5716.5854186508805,0.0
1034,70.0,489.0,12.416591771980682,618.4763964748072,3497.418815293883,1.0
1189,370.0,879.0,14.582025724785014,748.7495598435794,3066.346162045703,1.0
1239,570.0,729.0,19.61198886338743,722.6131997057977,2814.6318793466976,1.0
237,810.0,569.0,16.01527628507831,522.557847905297,2734.3570982080755,1.0
1388,200.0,959.0,14.753383800728178,312.09681245270673,2933.9639490930304,1.0
407,550.0,99.0,13.83569192009077,517.5196977072206,3334.151682982273,1.0
916,710.0,969.0,6.244481969410073,0.0,5934.140899313097,0.0
679,310.0,669.0,6.262948666805054,399.5043104207085,5433.994891988888,0.0
230,870.0,879.0,7.623847566777414,28.527738930906963,5571.974873078615,0.0
119,760.0,549.0,15.264469798812392,453.0888820917816,3080.6269055911516,1.0
1674,150.0,259.0,15.082577485975886,739.9992380906228,3285.4857892883833,1.0
360,925.0,975.0,14.37586285987341,479.6446298828541,3360.1923783907037,1.0
198,475.0,75.0,5.083295900571224,717.5316120512521,5964.906461726059,0.0
1159,50.0,189.0,9.433246964300048,0.0,5126.665111010315,0.0
24,390.0,619.0,6.423603189857671,193.33698676768375,5526.190757404076,0.0
1415,780.0,479.0,6.1033874710212475,124.91061798783285,5719.166979896962,0.0
1487,90.0,399.0,13.115367177956998,708.3260477287889,3340.118474336614,1.0
920,340.0,979.0,17.890714549476982,530.5735227456722,2958.8850052722905,1.0
705,230.0,209.0,4.099158934761989,69.80613786999093,5630.832845048727,0.0
1106,870.0,709.0,17.525733136348133,1174.7444313891278,2808.6822869123016,1.0
953,470.0,369.0,18.22874630112453,244.98256667569098,2801.146787500067,1.0
40,125.0,975.0,15.955588622350549,787.5543929505893,3053.9937832011105,1.0
766,0.0,339.0,17.652011938650222,206.4504391489544,3144.8786974755,1.0
656,370.0,409.0,16.76947065254081,559.5306272040439,3007.907383331076,1.0
1025,350.0,399.0,16.28012303901867,474.7799196379176,3206.572145600264,1.0
276,740.0,459.0,5.606882425531111,132.65416730073716,6286.8243290689325,0.0
345,70.0,889.0,13.049767940576874,76.71035818967476,3137.48122673164,1.0
37,75.0,125.0,7.630429570519958,923.48304051109,5524.480841548342,0.0
440,70.0,219.0,7.49497813791978,306.98244025760806,5820.529955782326,0.0
1133,220.0,799.0,15.777988778549764,875.1331728189748,3108.556572159718,1.0
555,290.0,409.0,19.900112154254064,649.791948499512,2987.1006719334964,1.0
378,925.0,75.0,7.21872464521174,0.0,5536.7523012095635,0.0
212,190.0,379.0,15.965574780988431,0.0,3175.345775541639,1.0
856,30.0,999.0,11.940672653736488,215.9957156575587,3212.598229839398,1.0
1267,220.0,299.0,15.861177758864738,469.91961563764687,3038.3700790641133,1.0
1332,180.0,799.0,15.198067245090668,304.44214049875256,2999.308684748861,1.0
255,625.0,225.0,13.940387919979372,439.4651811959195,3356.448015728996,1.0
1158,800.0,609.0,19.387410619695476,504.77431558225067,2714.603278597176,1.0
14,25.0,275.0,6.462129749149204,901.878006699427,5604.405092835939,0.0
470,620.0,309.0,17.97950208578889,578.2392969280658,3043.344650602029,1.0
1569,600.0,619.0,15.384560403537048,834.0875758180564,2991.993395481573,1.0
1147,660.0,169.0,16.492283905547175,895.3279262435948,3133.79038186171,1.0
1698,700.0,679.0,19.736262071245502,862.4446379157098,2647.99230767836,1.0
1292,440.0,829.0,4.561198669551955,116.24486972165882,6197.978316813462,0.0
837,480.0,259.0,16.524827396623387,475.4289919931898,3179.362350605821,1.0
751,390.0,759.0,18.74504112689297,506.6549020474216,2875.7352925583436,1.0
970,600.0,159.0,14.215048978210014,949.8979346894785,3436.483590850689,1.0
1855,290.0,319.0,19.73688857186878,640.2200655610126,2762.3230893510017,1.0
535,350.0,99.0,6.241797095864607,503.2526362333723,5648.13731573678,0.0
174,130.0,649.0,8.740370396642478,469.9733436646253,5081.285960953055,0.0
152,375.0,375.0,17.195779399915423,183.12260834711088,2908.1750568104517,1.0
162,570.0,209.0,15.123359612407487,878.4441689796183,3091.4329224222756,1.0
185,475.0,725.0,18.704436523311173,799.1842460042503,2920.3851660335786,1.0
538,300.0,779.0,18.5878254558566,437.981826664023,2882.6886416412212,1.0
1636,430.0,769.0,18.947029621332632,793.6834530092744,2950.7834358420773,1.0
54,125.0,275.0,15.619289693404506,617.6769379024778,2998.106425759044,1.0
232,340.0,379.0,17.77378629938823,504.7307607073948,2952.8377629569195,1.0
248,625.0,575.0,13.50515815272432,718.7367277603668,3152.786754461253,1.0
1993,220.0,359.0,18.54534737152037,474.72892362238764,3008.5648269915,1.0
639,130.0,389.0,13.101414496816705,605.8091269160032,3261.1133613294164,1.0
753,380.0,709.0,15.088790923665751,131.21537541319583,3278.5200746778764,1.0
1755,530.0,679.0,17.073965637120914,577.2285335149783,2965.332050082302,1.0
270,675.0,475.0,5.068125218336106,0.0,6436.952615557574,0.0
393,975.0,325.0,13.47148475308752,182.28531912392293,3245.824568752601,1.0
597,380.0,409.0,16.372118113413624,942.4355323144666,3070.8048679411377,1.0
771,600.0,789.0,6.320442435532965,627.4824080949704,5724.54087777724,0.0
1592,360.0,699.0,16.297220165758134,658.2147734749906,3206.98698599822,1.0
87,350.0,879.0,16.21280544017128,140.6774921694498,3017.6083139710795,1.0
122,325.0,875.0,14.982658847440648,80.87870189562994,2992.4711072372106,1.0
1246,860.0,439.0,11.02455416847885,0.0,3623.1723712801618,1.0
567,150.0,379.0,11.767399408247982,466.9400329017993,3444.0410492140522,1.0
160,560.0,399.0,15.577511366515257,876.199946122382,3055.4973843913917,1.0
53,125.0,325.0,13.68423480754908,126.40722956690757,3266.707641160442,1.0
248,520.0,919.0,8.251350056066542,0.0,5667.1283296585,0.0
1092,990.0,309.0,14.921889925750765,479.8250295588231,3040.1250298366135,1.0
21,75.0,925.0,15.368993691021672,822.7351283981259,3293.6008401531694,1.0
1089,70.0,89.0,13.331820920876943,552.6758702161042,3648.4273188726374,1.0
765,460.0,449.0,15.687106342005706,450.45172815207945,3005.1810370460976,1.0
363,230.0,559.0,7.508400573042676,315.9153830248682,5507.985289808224,0.0
955,220.0,619.0,9.484522470612957,739.463226564987,5075.382496655583,0.0
192,475.0,375.0,16.85915794420014,667.3857659368264,2793.795864871275,1.0
1847,490.0,79.0,5.3686685375617085,0.0,6115.310427658356,0.0
905,810.0,299.0,17.91889287823212,457.90771166584705,2795.3155254491203,1.0
33,230.0,109.0,9.249348964676038,0.0,5113.061188174729,0.0
1737,390.0,969.0,16.588022944802418,1015.5170076194272,2929.296083441107,1.0
1090,990.0,429.0,13.132660458821753,701.2023420720188,3504.4719214633383,1.0
308,775.0,575.0,19.45160404023912,847.1558191492528,2736.540158796306,1.0
287,725.0,625.0,21.130576957230318,877.485610689923,2682.022035004998,1.0
492,980.0,719.0,13.904994282298533,209.38587046473396,3572.6975889385835,1.0
366,925.0,675.0,19.49781911736521,677.3044984480407,2947.847747278309,1.0
944,530.0,349.0,16.116632114069215,980.5872477233626,2828.5933115112643,1.0
257,625.0,125.0,12.295126951341247,710.8213239883677,3407.047198804096,1.0
553,860.0,339.0,13.571528959296812,597.2809402496666,3350.799955238485,1.0
1173,90.0,769.0,9.02899991585099,229.8249641910109,3675.0582582903826,1.0
1148,220.0,289.0,14.25150333821186,986.0274614684427,3117.230528385272,1.0
1264,950.0,699.0,13.960031717377177,77.18056266489839,3118.621887967406,1.0
97,10.0,359.0,14.074810480730594,834.5658314207153,3052.7654241807554,1.0
1424,110.0,19.0,16.031917327447438,154.59582333279184,2930.5217061845415,1.0
568,280.0,809.0,18.558350508290076,410.88602984246563,2885.922210643889,1.0
349,875.0,525.0,14.120279806530755,471.9069298177777,3057.5766706924724,1.0
980,130.0,319.0,15.653394012638536,390.35863781632287,3311.120014221117,1.0
296,725.0,175.0,6.235555047849585,78.53842486364005,6490.134407983078,0.0
1691,400.0,339.0,15.15526171972582,213.5959120083086,3039.3706376561836,1.0
197,200.0,939.0,16.19162553848841,308.74920187483104,3031.1121763452297,1.0
220,575.0,975.0,5.065172685198689,991.3400484299008,5773.555919669786,0.0
1383,640.0,549.0,12.528706483188012,152.195454040396,3422.610039733164,1.0
46,125.0,675.0,9.419480131522084,200.1290420906286,5316.659410088555,0.0
571,730.0,789.0,16.07005089235058,585.3244190115141,3158.5990013696296,1.0
47,900.0,79.0,7.047171876710921,0.0,5803.352544339067,0.0
30,75.0,475.0,11.139938977901142,861.4351460646425,3592.4563835233366,1.0
1687,100.0,559.0,12.340008942796977,1087.3384727206485,3553.851314587524,1.0
249,625.0,525.0,12.135811386422603,522.7978515749583,3413.684553900856,1.0
1103,40.0,49.0,12.876672873009227,352.8330222885985,3451.1684316634387,1.0
