,X,Y,Facies,Porosity,Perm,AI
411,3908.743543,3897.01021,1,0.181519918,47.9946315,3432.195806
412,3800.369434,9191.428616,1,0.22584113,1100.572431,3478.192937
413,6100.854218,8895.423094,0,0.142981316,13.0595535,3919.24357
414,5202.902426,4697.960595,1,0.18157986,2.179663657,2919.23733
415,5503.877688,7293.502921,0,0.164536646,38.61925854,4918.392721
416,4904.300764,6590.145868,1,0.200933072,38.25297758,3848.628256
417,1605.473568,9699.629443,1,0.212371968,634.4186011,3075.498234
418,3507.284468,2297.584965,1,0.252382437,1057.782452,2871.167679
419,3804.098073,7595.597512,1,0.218584152,212.7627739,3958.332697
420,2703.0324,9199.993208,1,0.23252823,200.5683931,3008.401862
421,9703.495538,2595.082649,0,0.138517802,0.241854789,5081.744327
422,3500.468321,9493.921884,1,0.239581447,3438.680321,2620.572337
423,2200.575589,897.9842869,0,0.148165379,1.271999676,5133.396418
424,3008.536882,5192.046537,1,0.182633692,54.96279379,2514.257909
425,909.7394396,5390.895164,1,0.227172833,259.0236823,2840.139402
426,3307.833704,1795.697539,1,0.232081846,551.9474073,3778.189485
427,5806.072781,7096.765567,0,0.178089789,8.547194327,4753.007205
428,4005.171978,9792.340384,1,0.229436377,1038.770254,3908.791696
429,2808.762843,1993.117856,1,0.219508935,78.27096364,3150.846537
430,3305.587538,8393.738773,1,0.233049914,451.9795741,3406.462952
431,4307.709195,7799.052774,1,0.21811698,183.4054572,2484.926326
432,4200.033365,7199.202587,1,0.205190997,334.6185069,3622.130716
433,2609.989868,8290.581892,1,0.201541304,434.4067218,3115.318758
434,6.16110026,1591.66089,0,0.166137164,3.131792914,4670.949866
435,5806.589997,6697.526586,0,0.171177554,22.37849167,3671.053756
436,109.7265284,7692.226134,1,0.256171882,762.4519612,2680.301302
437,9804.934317,9397.604175,0,0.14831315,9.187502793,4700.517626
438,9209.815287,194.1576552,0,0.169355092,1.563397867,4442.457866
439,1008.35706,3391.880013,0,0.170128518,21.02466559,4651.888147
440,8802.991707,193.7154274,0,0.153601892,0.229117171,4052.757372
441,8304.506465,8297.185794,1,0.180357366,11.38285371,3726.498187
442,3603.483228,2191.526038,1,0.238629999,530.9772865,3084.538654
443,5707.699626,8890.891407,0,0.14331711,162.4841103,4428.436461
444,3003.345944,3998.292003,1,0.221155012,1757.173869,3887.667137
445,7107.870319,7291.597273,0,0.142516609,21.97626879,4197.765016
446,8908.361066,2890.801194,0,0.15129469,0.49502101,3643.45818
447,2205.769578,6395.759377,1,0.226017813,166.3249308,1961.600397
448,9406.792675,891.348508,0,0.171182062,20.325603,4288.205263
449,4802.963203,997.7967585,1,0.198209863,68.81160279,3816.359686
450,1703.90627,6797.672699,1,0.213279017,201.3715314,3431.844568
451,4806.043722,8890.069155,1,0.173078479,43.17840577,2767.163727
452,3908.228354,1695.953382,1,0.241301218,167.7111793,3788.043328
453,9201.614579,6999.478767,1,0.19471094,13.99481543,3279.761353
454,806.4515723,9896.136418,1,0.209103839,1552.429279,3119.445103
455,6301.105417,3592.795777,1,0.170591177,6.042669329,3596.813575
456,5200.748161,5590.227106,1,0.197530625,15.05710916,3527.703398
457,7504.107379,2090.559811,0,0.165743699,25.65907368,4035.308621
458,1601.490418,7398.043665,1,0.199318849,92.1776992,3199.733476
459,2608.507056,1192.399721,0,0.163186341,1.330389701,5658.789264
460,5405.01777,4298.915012,1,0.186801209,4.871258032,3577.633394
461,2906.381779,5695.226361,1,0.19980549,496.2546937,3003.889239
462,2608.880359,5892.183251,1,0.192244441,122.7212963,2841.63437
463,5403.200393,5192.903001,1,0.193064971,0.417761419,4079.156664
464,4902.340553,5997.548815,1,0.178825728,14.69584715,4590.973933
465,1107.956064,2996.125706,0,0.159038055,14.20721551,5126.240906
466,905.0736009,6299.122853,1,0.231513477,1291.740413,2559.454305
467,2008.336029,4394.286533,1,0.207393434,532.4483648,3362.318216
468,1503.982838,5090.940574,1,0.217501869,634.0286691,2351.637773
469,3908.864993,8990.4516,1,0.220401462,1876.080678,3217.240826
470,5008.487464,491.7894308,1,0.170808296,61.37583986,3898.401618
471,2308.024082,8596.378416,1,0.237958273,2279.787163,2540.257543
472,3609.544505,492.4408484,0,0.1674765,3.132755803,4706.872282
473,5408.913974,794.1535671,0,0.170807403,2.796809173,4077.577637
474,7606.805645,5293.802771,0,0.17045039,11.40036311,4241.619853
475,1905.028636,2799.218649,1,0.184878017,102.3020631,5242.761918
476,7607.322477,3294.034566,0,0.165932197,2.52079665,3827.007628
477,5302.180804,7591.06129,0,0.16492855,91.41578694,4042.577607
478,3603.512754,9798.668378,1,0.222320907,829.2006222,3242.862048
479,4208.030156,1094.190378,1,0.216410631,240.0841532,3939.683783
